label	text_a
0	How  much  and  where  to  use  manual  guidance  in  the  computational  detection  of  contours  for  histopathological  images.  There  have  been  important  developments  in  microscopy  hardware  in  the  last  decades  and  the  number  of  hospitals  to  deploy  such  tools  has  increased,  naturally  leading  to  a  very  high  number  of  microscopic  images  that  need  to  be  processed.  The  interest  in  automated  image  analysis  has  accordingly  grown  and  calls  for  a  close  collaboration  between  physicians  and  computer  scientists.  A  first  step  in  analyzing  histopathological  images  with  highly  irregularly  shaped  areas  of  interest,  for  instance,  is  represented  by  image  segmentation,  i.e.,  the  accurate  selection  of  the  glands  or  nuclei.  In  the  current  study,  manual  segmentation  is  applied  to  several  histopathological  images  and  the  resulting  files  are  next  used  for  measuring  how  close  automatic  contour  detection  methods  can  get  to  the  annotations  of  the  specialist.  More,  it  is  subsequently  investigated  whether  annotations  on  a  small  part  of  the  initial  file  can  help  in  automatically  marking  the  entire  image,  and  how  small  such  a  section  can  be  in  order  to  achieve  reasonable  results.  The  histogram  resemblance  between  the  cropped  image  and  the  complete  one  appears  to  have  an  important  impact  over  the  results.
0	Fractional  order  pid  control  of  a  chopper  fed  dc  motor  drive  using  a  novel  firefly  algorithm  with  dynamic  control  mechanism.  In  this  paper,  a  dynamic  control  mechanism  is  proposed  to  improve  the  firefly  algorithm’s  (FA)  rate  of  convergence  and  minimization  of  the  fitness  function.  The  dynamic  FA  (DFA)  dynamically  selects  the  best-performing  combinations  of  the  step  size  scaling  factor,  the  attractiveness  coefficient,  the  absorption  coefficient  and  the  population  size  along  the  complete  evolution  process  of  the  algorithm.  A  fractional-order  PID  (FOPID)  controller  based  on  DFA  is  proposed  to  improve  the  performance  of  a  chopper-fed  direct  current  motor  drive.  The  proposed  controller  is  used  in  speed  control  loop  to  improve  the  response.  To  illustrate  the  efficacy  of  the  DFA-based  FOPID,  we  compare  its  performance  with  those  based  on  the  conventional  FA,  genetic  algorithm,  particle  swarm  optimization,  artificial  bee  colony  algorithm  and  differential  evolution  algorithm.  The  simulation  results  and  analyses  show  the  effectiveness  of  the  proposed  method.
0	Fuzzy  topsis  and  fuzzy  vikor  in  selecting  green  suppliers  for  sponge  iron  and  steel  manufacturing.  Green  factors  toward  an  environmental  performance  of  suppliers  have  impeccable  importance  and  contributions.  The  research  study  is  carried  out  by  employing  fuzzy-based  multi-criteria  decision-making  processes  in  order  to  evaluate  the  environmental  performance  of  suppliers.  Firstly,  the  criteria  are  identified  for  assessing  the  environmental  performance  of  suppliers  and  secondly,  the  rating  of  selected  criteria  and  its  alternatives  (suppliers)  are  framed  as  per  the  expert’s  opinion,  by  combining  the  qualitative  criteria  through  fuzzy  technique  for  order  preference  by  similarity  to  ideal  solution  (TOPSIS)  and  fuzzy  VlseKriterijumska  Optimizacija  I  Kompromisno  Resenje  (VIKOR)  to  generate  an  overall  score  for  each  alternative.  The  supplier  obtained  the  highest  score  which  is  ranked  one.  It  means  that  the  supplier  has  the  highest  environmental  performance.  Fuzzy  TOPSIS  differentiates  between  benefit  (higher  the  better)  and  the  cost  (lower  the  better)  criteria.  VIKOR  method  selects  and  ranks  the  best  supplier  among  the  alternatives  in  supply  chain,  whereas  TOPSIS  method  chooses  the  best  alternatives  which  are  closest  to  the  positive  ideal  solution  and  the  worst  alternative  is  farthest  to  the  negative  ideal  solution.  Sensitivity  analysis  is  performed  to  analyze  the  effect  of  criteria  weights  on  environmental  performance.  Radar  diagrams  of  fuzzy  TOPSIS  and  fuzzy  VIKOR  are  developed  from  sensitivity  analysis  for  varied  criteria  weights.  A  case  study  has  been  adopted  on  a  small-scale  sponge  iron  and  steel  industry,  located  in  the  eastern  part  of  India.
0	Evaluation  of  classification  algorithms  for  intrusion  detection  system  a  review.  Intrusion  detection  is  one  of  the  most  critical  network  security  problems  in  the  technology  world.  Machine  learning  techniques  are  being  implemented  to  improve  the  Intrusion  Detection  System  (IDS).  In  order  to  enhance  the  performance  of  IDS,  different  classification  algorithms  are  applied  to  detect  various  types  of  attacks.  Choosing  a  suitable  classification  algorithm  for  building  IDS  is  not  an  easy  task.  The  best  method  is  to  test  the  performance  of  the  different  classification  algorithms.  This  paper  aims  to  present  the  result  of  evaluating  different  classification  algorithms  to  build  an  IDS  model  in  terms  of  confusion  matrix,  accuracy,  recall,  precision,  f-score,  specificity  and  sensitivity.  Nevertheless,  most  researchers  have  focused  on  the  confusion  matrix  and  accuracy  metric  as  measurements  of  classification  performance.  It  also  provides  a  detailed  comparison  with  the  dataset,  data  preprocessing,  number  of  features  selected,  feature  selection  technique,  classification  algorithms,  and  evaluation  performance  of  algorithms  described  in  the  intrusion  detection  system.
0	Development  and  evaluation  of  the  cascade  correlation  neural  network  and  the  random  forest  models  for  river  stage  and  river  flow  prediction  in  australia.  Accurately  predicting  river  flows  over  daily  timescales  is  considered  as  an  important  task  for  sustainable  management  of  freshwater  ecosystems,  agricultural  applications,  and  water  resources  management.  In  this  research  paper,  artificial  intelligence  (AI)  techniques,  namely  the  cascade  correlation  neural  networks  (CCNN)  and  the  random  forest  (RF)  models,  were  employed  in  daily  river  stage  and  river  flow  prediction  for  two  river  systems  (i.e.,  Dulhunty  River  and  Herbert  River)  in  Australia.  To  develop  the  CCNN  and  RF  models,  a  significant  3-day  antecedent  river  stage  and  river  flow  time  series  were  used.  80%  of  the  whole  data  were  used  for  model  training  and  the  remaining  20%  for  model  testing.  A  total  of  ten  different  model  structures  with  different  input  combinations  were  used  to  evaluate  the  optimal  model  in  the  training  phase,  and  the  results  were  analyzed  using  statistical  metrics  including  the  root  mean  square  error  (RMSE),  Nash–Sutcliffe  coefficient  (NS),  Willmott’s  index  of  agreement  (WI),  and  Legate  and  McCabe’s  index  (ELM)  in  the  testing  phase.  The  inter-comparison  of  CCNN  and  RF  models  for  both  river  systems  showed  that  the  CCNN  model  was  able  to  generate  a  more  accurate  prediction  of  the  river  stage  and  river  flow  compared  to  the  RF  model.  Due  to  hydro-geographic  differences  leading  to  a  different  underlying  historical  data  characteristics,  the  optimal  CCNN’s  performance  for  the  Dulhunty  River  was  found  to  be  most  accurate,  in  terms  of  ELM = 0.779,  WI = 0.964,  and  ENS = 0.862  versus  0.775,  0.968,  and  0.885  for  the  Herbert  River.  Following  the  performance  accuracies,  the  authors  ascertained  that  the  CCNN  model  can  be  taken  as  a  preferred  data  intelligent  tool  for  river  stage  and  river  flow  prediction.
0	Averaging  aggregation  functions  based  on  inclusion  exclusion  integrals.  The  inclusion-exclusion  integral,  defined  with  respect  to  a  fuzzy  measure  and  interaction  operator,  generalizes  the  Choquet  integral.  Here  we  look  at  some  of  its  interesting  properties  and  investigate  the  conditions  on  the  interaction  operator  which  ensure  the  integral  is  averaging.  We  present  some  illustrative  examples.
0	Application  of  optimization  technique  in  she  controlled  multilevel  inverter.  Application  of  Particle  Swarm  Optimization  algorithm  for  finding  the  optimal  solution  of  switching  angles  in  a  3-ph  seven  level  Cascaded  Multilevel  Inverter  (CMLI)  with  unequal  DC  sources  for  elimination  of  lower  order  harmonics  is  presented  in  this  paper.  For  Cascaded  Multilevel  Inverter,  the  common  switching  technologies  such  as  low  frequency  Selective  Harmonic  Elimination-Pulse  Width  Modulation  (SHE-PWM)  technique  and  Optimal  Minimization  of  Total  Harmonic  Distortion  (OMTHD)  techniques  are  applied  to  obtain  staircase  voltage  waveform.  SHE-PWM  based  approach  is  used  to  maintain  desired  fundamental  component  of  output  voltage  and  to  reduce  specific  lower  order  odd  harmonics.  Whereas  OMTHD  is  used  to  minimize  the  overall  THD.  The  lower  order  odd  harmonics  cannot  be  eliminated  easily  as  it  contains  non  linear  transcendental  equations  derived  from  Fourier  series  expansion.  Solutions  to  these  equations  are  complex  and  time  consuming.  In  this  paper,  to  solve  these  nonlinear  equations  PSO  algorithm  has  been  implemented.  Simulation  of  seven  level  CMLI  with  unequal  DC  sources  with  proposed  algorithm  in  MATLAB/Simulink  environment  is  performed  to  validate  the  results.
0	A  genetic  based  effective  approach  to  path  planning  of  autonomous  underwater  glider  with  upstream  current  avoidance  in  variable  oceans.  In  this  work,  an  exponential  effective  function  (EEF)  is  developed  as  fitness  function  applied  in  a  hybrid-Genetic  Algorithm  (hybrid-GA)  to  propose  a  genetic-based  effective  approach  to  the  glider  path-planning  of  ocean-sampling  mission  in  variable  oceans.  The  proposed  EEF  is  such  an  objective  function  that  is  able  to  be  implemented  in  optimization  algorithm  such  as  Genetic  Algorithm  (GA)  for  evaluation  of  the  fittest  path.  In  consideration  of  the  glider  path-planning  problem  (GPP),  two  motivations  are  driven  by  the  proposed  approach  to  the  glider  path-planning  in  discovery  of:  (1)  a  reachable  path  with  the  upstream-current  avoidance  (UCA)  in  variable  oceans;  (2)  an  efficient  path  for  the  glider  ocean-sampling  mission.  The  exponential  combination  of  the  glider  motion  and  current  effects  as  well  as  the  cruising  distance  benefits  the  path  in  terms  of  reachability  and  efficiency.  The  reachability  is  the  first  motivation  to  discover  a  reachable  path  implemented  by  the  scheme  of  UCA,  while  the  efficiency  is  the  second  motivation  to  shorten  the  cruising  distance.  Meanwhile,  the  stabilized  path  solution  is  accomplished  by  hybrid-GA.  In  variable  oceans,  currents  severely  impact  the  path  solution  and  lead  the  global  optimum  to  absence.  Therefore,  alternative  is  to  discover  an  optimal  path  with  the  minimum  upstream-current  sub-paths  to  approximate  the  minimal  cruising  distance  in  the  condition  that  the  discovered  cruising  distance  should  be  less  than  the  glider  cruising  range.  To  deeply  analyze  the  path  reachability,  two  theorems  are  developed  to  verify  the  conditions  of  the  downstream-current  angle  (DCA).  To  evaluate  the  path-planning  performances,  6  state-of-the-art  fitness  functions  are  studied  and  used  to  make  a  fair  comparison  with  the  EEF  in  hybrid-GA.  First  of  all,  112  scenarios  are  created  in  the  restricted  random  current  variations  (RRCV).  Secondly,  21  scenarios  are  created  in  the  near-real  Kuroshio  Current  of  east  Taiwan  (KCET)  introducing  from  an  ocean  prediction  model.  These  scenarios  are  designed  to  evaluate  fairly  the  EEF  in  hybrid-GA.  Numeric  results  show  that  whether  the  RRCV  or  the  KCET,  the  proposed  EEF  indeed  is  able  to  discover  the  optimal  path  with  the  benefits  of  reachability  and  efficiency.  Therefore,  the  proposed  genetic-based  effective  approach  is  well  developed  to  solve  the  GPP  in  variable  oceans.
0	Event  correlation  in  the  integrated  cyber  physical  security  system.  The  paper  considers  approaches  to  the  integration  of  heterogeneous  data  sources  and  correlations  of  disparate  security  events  for  protection  against  cyber-physical  attacks.  The  architecture  of  the  proposed  integrated  security  system,  milestones  and  methods  of  data  correlation,  as  well  as  examples  of  the  application  of  the  system  are  suggested.
0	A  ea  and  aca  based  qos  multicast  routing  algorithm  with  multiple  constraints  for  ad  hoc  networks.  With  the  rapid  development  of  communication  networks,  the  quality  of  service  (QoS)  on  such  networks  has  become  an  important  research  topic.  With  regard  to  ad  hoc  networks,  this  paper  presents  an  evolutionary  algorithm  (EA)  and  an  ant  colony  algorithm  (ACA)  to  serve  as  the  basis  for  a  QoS  multicast  routing  algorithm  (EA-ACA-QMRA).  This  algorithm  combines  the  rapid  global  search  capability  and  robustness  of  EAs  with  the  pheromone  feedback  factors  of  ACAs  while  accounting  for  multiple  constraints,  including  constraints  related  to  delay,  delay  jitter,  packet  delivery  ratio,  bandwidth  and  cost.  For  the  case  of  self-adapting  ad  hoc  networks  in  particular,  our  new  algorithm  is  far  superior  to  traditional  ACAs.  Our  experimental  results  show  that  the  EA-ACA-QMRA  can  address  multiple  constraints  in  the  QoS  multicast  routing  problem  and  can  achieve  higher  accuracy  and  faster  convergence  than  can  traditional  ACAs  in  terms  of  the  end-to-end  delay  and  packet  delivery  ratio.  The  proposed  algorithm  provides  an  effective  means  of  solving  the  QoS  multicast  routing  problem  for  ad  hoc  networks,  and  it  is  better  than  the  traditional  methods  at  avoiding  network  congestion.
0	Difference  co  occurrence  matrix  using  bp  neural  network  for  fingerprint  liveness  detection.  With  the  growing  use  of  fingerprint  identification  systems  in  recent  years,  preventing  fingerprint  identification  systems  from  being  spoofed  by  artificial  fake  fingerprints  has  become  a  critical  problem.  In  this  paper,  we  put  forward  a  novel  method  to  detect  fingerprint  liveness  based  on  BP  neural  network,  which  is  used  for  the  first  time  in  the  fingerprint  liveness  detection.  Moreover,  different  from  traditional  detection  methods,  we  propose  a  scheme  to  construct  the  input  data  and  corresponding  category  labels.  More  effective  and  efficient  texture  features  of  fingerprints,  which  are  used  as  the  input  data  of  the  BP  neural  network,  are  computed  to  improve  classification  performance  and  obtain  a  better  pre-trained  network  model.  After  a  variety  of  preprocessing  operations  and  image  compression  operations,  gradient  values  in  the  horizontal  and  vertical  directions  are  computed  by  using  Laplacian  operator,  and  difference  co-occurrence  matrices  are  constructed  from  the  obtained  gradient  values.  Then,  the  input  data  of  neural  network  model  are  built  based  on  two  DCMs.  The  pre-trained  neural  network  models  with  diverse  neuron  nodes  are  learnt.  Different  experiments  based  on  different  parameters  for  the  BP  neural  network  have  been  conducted.  Finally,  classification  accuracy  of  testing  fingerprints  is  predicted  based  on  the  pre-trained  networks.  Experimental  results  on  the  LivDet  2013  show  that  the  classification  performance  of  our  proposed  method  is  effective  and  meanwhile  provides  a  better  detection  accuracy  compared  with  the  majority  of  previously  published  results.
0	Circular  convolution  parallel  extreme  learning  machine  for  modeling  boiler  efficiency  for  a  300  mw  cfbb.  Aiming  at  the  accuracy  prediction  of  combustion  efficiency  for  a  300 MW  circulating  fluidized  bed  boiler  (CFBB),  a  circular  convolution  parallel  extreme  learning  machine  (CCPELM)  which  is  a  double  parallel  forward  neural  network  is  proposed.  In  CCPELM,  the  circular  convolution  theory  is  introduced  to  map  the  hidden  layer  information  into  higher-dimension  information;  in  addition,  the  input  layer  information  is  directly  transmitted  to  its  output  layer,  which  makes  the  whole  network  into  a  double  parallel  construction.  In  this  paper,  CCPELM  is  applied  to  establish  a  model  for  boiler  efficiency  though  data  samples  collected  from  a  300 MW  CFBB.  Some  comparative  simulation  results  with  other  neural  network  models  show  that  CCPELM  owns  very  high  prediction  accuracy  with  fast  learning  speed  and  very  good  repeatability  in  learning  ability.
0	On  soft  computing  with  random  fuzzy  sets  in  econometrics  and  machine  learning.  Several  typical  econometric  analyses,  namely  fuzzy  coalitional  games,  regression  for  causal  inference,  statistical  quality  control,  and  prediction  in  machine  learning,  are  examined  in  this  paper  to  point  out  that  soft  computing  components  such  as  fuzzy  theory  and  random  set  theory  have  a  major  role  to  play.  The  examination  of  these  statistical  analyses  suggests  an  extended  use  of  random  fuzzy  sets,  based  upon  theory  of  random  fuzzy  sets,  to  improve  empirical  research.
0	Optimization  of  milling  operation  using  genetic  and  pso  algorithm.  Metal  cutting  is  one  of  the  important  and  widely  used  manufacturing  processes  in  engineering  industries.  Optimizing  the  machining  parameters  has  become  an  essential  one  in  order  to  be  competitive  and  to  meet  customer  demands  quickly.  For  this  purpose  several  optimization  techniques  are  used.  Among  those  techniques  Particle  Swarm  Optimization  and  Genetic  Algorithm  is  used  in  this  paper  because  of  its  better  ability.  A  genetic  algorithm  (GA)  is  a  search  heuristic  that  mimics  the  process  of  natural  evolution.  This  heuristic  is  routinely  used  to  generate  useful  solutions  to  optimization  and  search  problems.  Genetic  algorithms  belong  to  the  larger  class  of  Evolutionary  Algorithms  (EA),  which  generate  solutions  to  optimization  problems  using  techniques  inspired  by  natural  evolution,  such  as  inheritance,  mutation,  selection,  and  crossover.  Particle  Swarm  Optimization  (PSO)  is  a  computational  method  that  optimizes  a  problem  by  iteratively  trying  to  improve  a  candidate  solution  with  regard  to  a  given  measure  of  quality.  Such  methods  are  commonly  known  as  metaheuristics  as  they  make  few  or  no  assumptions  about  the  problem  being  optimized  and  can  search  very  large  spaces  of  candidate  solutions.  These  techniques  are  used  to  optimize  the  machining  parameters  like  depth  of  cut,  feed  rate  and  cutting  speed.  This  will  help  in  better  optimization  of  milling  operation.  The  developed  techniques  are  evaluated  with  a  case  study
0	Evaluation  of  the  impact  of  state  s  administrative  efforts  on  tax  potential  using  sugeno  type  fuzzy  inference  method.  Evaluation  of  the  impact  of  state’s  administrative  efforts  on  tax  potential  via  Sugeno-type  fuzzy  inference  method  has  been  investigated  in  the  article.  For  this  purpose,  input  data  of  the  model  has  been  fuzzified  on  the  base  of  expert  knowledge  via  different  membership  functions,  and  the  output  function  has  been  evaluated  on  the  base  of  the  determined  rules.  Effective  model-specific  parameters  have  been  selected  in  order  to  calculate  the  output  function.  The  results  obtained  by  Sugeno-type  fuzzy  inference  method  have  been  compared  with  the  results  evaluated  via  the  Mamdani-type  fuzzy  inference  method.
0	Survey  on  soft  computing.  Soft  computing  triggers  a  revolutionary  change  in  the  field  of  computer  science  and  technology.  How  did  soft  computing  evolve?  What  is  soft  computing  application  situation?  Which  fields  are  soft  computing  widely  used?  Which  fields  does  soft  computing  still  need  popularizing?  All  of  these  problems  resort  to  the  survey  on  the  development  of  soft  computing.
0	Feature  extraction  based  on  graph  discriminant  embedding  and  its  applications  to  face  recognition.  Graph  embedding-based  learning  methods  have  been  widely  employed  to  reduce  the  dimensionality  of  high-dimensional  data,  while  how  to  construct  adjacency  graphs  to  discover  the  essential  structure  of  the  data  is  the  key  problem  in  these  methods.  In  this  paper,  we  present  a  novel  algorithm  called  graph  discriminant  embedding  (GDE)  for  feature  extraction  and  recognition.  GDE  combines  local  information  and  label  information  of  data  points  to  construct  two  neighbor  graphs,  which  help  to  pull  the  same-class  samples  nearer  and  nearer  and  repel  the  not-same-class  samples  farther  and  farther  when  they  are  projected  onto  a  feature  subspace.  Significantly  differing  from  most  of  the  other  graph  embedding  methods,  GDE  does  not  only  emphasize  the  importance  of  the  nearby  points  but  also  enhance  the  importance  of  the  distant  points  which  may  have  potential  advantages  for  classification.  Experimental  results  on  the  AR,  CMU  PIE  and  FERET  face  databases  demonstrate  the  effectiveness  of  the  proposed  algorithm.
0	Multi  objective  performance  optimization  of  a  probabilistic  similarity  dissimilarity  based  broadcasting  scheme  for  mobile  ad  hoc  networks  in  disaster  response  scenarios.  Communications  among  crewmembers  in  rescue  teams  and  among  victims  are  crucial  to  relieve  the  consequences  and  damages  of  a  disaster  situation.  A  common  communication  system  for  establishing  real  time  communications  between  the  elements  (victims,  crewmembers,  people  living  in  the  vicinity  of  the  disaster  scenario,  among  others)  involved  in  a  disaster  scenario  is  required.  Ad  hoc  networks  have  been  envisioned  for  years  as  a  possible  solution.  They  allow  users  to  establish  decentralized  communications  quickly  and  using  common  devices  like  mobile  phones.  Broadcasting  is  the  main  mechanism  used  to  disseminate  information  in  all-to-all  fashion  in  ad  hoc  networks.  The  objective  of  this  paper  is  to  optimize  a  broadcasting  scheme  based  on  similarity/dissimilarity  coefficient  designed  for  disaster  response  scenarios  through  a  multi-objective  optimization  problem  in  which  several  performance  metrics  such  as  reachability,  number  of  retransmissions  and  delay  are  optimized  simultaneously.
0	A  comparative  analysis  of  evolutionary  and  memetic  algorithms  for  community  detection  from  signed  social  networks.  To  detect  communities  in  signed  networks  consisting  of  both  positive  and  negative  links,  two  new  evolutionary  algorithms  (EAs)  and  two  new  memetic  algorithms  (MAs)  are  proposed  and  compared.  Furthermore,  two  measures,  namely  the  improved  modularity  Q  and  the  improved  modularity  density  D-value,  are  used  as  the  objective  functions.  The  improved  measures  not  only  preserve  all  properties  of  the  original  ones,  but  also  have  the  ability  of  dealing  with  negative  links.  Moreover,  D-value  can  also  control  the  partition  to  different  resolutions.  To  fully  investigate  the  performance  of  these  four  algorithms  and  the  two  objective  functions,  benchmark  social  networks  and  various  large-scale  randomly  generated  signed  networks  are  used  in  the  experiments.  The  experimental  results  not  only  show  the  capability  and  high  efficiency  of  the  four  algorithms  in  successfully  detecting  communities  from  signed  networks,  but  also  indicate  that  the  two  MAs  outperform  the  two  EAs  in  terms  of  the  solution  quality  and  the  computational  cost.  Moreover,  by  tuning  the  parameter  in  D-value,  the  four  algorithms  have  the  multi-resolution  ability.
0	Using  fractional  order  accumulation  to  reduce  errors  from  inverse  accumulated  generating  operator  of  grey  model.  To  smooth  the  randomness,  a  grey  forecasting  model  is  formulated  using  the  data  of  accumulating  generation  operator  (AGO)  rather  than  original  data.  Then  the  inverse  accumulating  generation  operator  (IAGO)  is  applied  to  find  the  predicted  values  of  original  data.  It  is  proved  that  the  errors  from  IAGO  are  affected  by  the  order  number  of  AGO.  To  achieve  an  accurate  prediction,  GM(2,1),  which  stands  for  one-variable  and  second-order  differential  equation,  has  been  improved  by  means  of  fractional  order  AGO.  Finally,  four  real  data  sets  are  imported  for  comparing  the  performance  of  the  developed  GM(2,1)  with  several  other  grey  models,  such  as  traditional  GM(2,1)  and  GM(1,1).  The  simulation  results  show  that  optimized  GM(2,1)  has  higher  performances  not  only  on  model  fitting  but  also  on  forecasting.
0	Consensus  via  penalty  functions  for  decision  making  in  ensembles  in  fuzzy  rule  based  classification  systems.  Display  Omitted  A  consensus  method  via  penalty  functions  for  decision  making  in  ensembles  of  fuzzy  rule-based  classification  systems  is  introduced.Overlap  indices  are  built  using  overlap  functions.A  method  for  constructing  confidence  and  support  measures  from  overlap  indices  is  presented.A  new  fuzzy  rule  mechanism  is  proposed,  considering  different  overlap  indices,  which  generalizes  the  classical  methods.An  example  of  a  generation  of  fuzzy  rule-based  ensembles  and  the  decision  making  by  consensus  via  penalty  functions  is  presented.  The  aim  of  this  paper  is  to  propose  a  consensus  method  via  penalty  functions  for  decision  making  in  ensembles  of  fuzzy  rule-based  classification  systems  (FRBCSs).  For  that,  we  first  introduce  a  method  based  on  overlap  indices  for  building  confidence  and  support  measures,  which  are  usually  used  to  evaluate  the  degree  of  certainty  or  interest  of  a  certain  association  rule.  Those  overlap  indices  (a  generalizations  of  the  Zadeh's  consistency  index  between  two  fuzzy  sets)  are  built  using  overlap  functions,  which  are  a  special  kind  of  non  necessarily  associative  aggregation  functions  proposed  for  applications  related  to  the  overlap  problem  and/or  when  the  associativity  property  is  not  demanded.  Then,  we  introduce  a  new  FRM  for  the  FRBCS,  considering  different  overlap  indices,  which  generalizes  the  classical  methods.  By  considering  several  overlap  indices  and  aggregation  functions,  we  generate  fuzzy  rule-based  ensembles,  providing  different  results.  For  the  decision  making  related  to  the  selection  of  the  best  class,  we  introduce  a  consensus  method  for  classification,  based  on  penalty  functions.  We  also  present  theoretical  results  related  to  the  developed  methods.  A  detailed  example  of  a  generation  of  fuzzy  rule-based  ensembles  based  on  the  proposed  approach,  and  the  decision  making  by  consensus  via  penalty  functions,  is  presented.
0	Fuzzy  integral  based  elm  ensemble  for  imbalanced  big  data  classification.  Big  data  are  data  too  big  to  be  handled  and  analyzed  by  traditional  software  tools,  big  data  can  be  characterized  by  five  V’s  features:  volume,  velocity,  variety,  value  and  veracity.  However,  in  the  real  world,  some  big  data  have  another  feature,  i.e.,  class  imbalanced,  such  as  e-health  big  data,  credit  card  fraud  detection  big  data  and  extreme  weather  forecast  big  data  are  all  class  imbalanced.  In  order  to  deal  with  the  problem  of  classifying  binary  imbalanced  big  data,  based  on  MapReduce,  non-iterative  learning,  ensemble  learning  and  oversampling,  this  paper  proposed  an  promising  algorithm  which  includes  three  stages.  Firstly,  for  each  positive  instance,  its  enemy  nearest  neighbor  is  found  with  MapReduce,  and  p  positive  instances  are  randomly  generated  with  uniform  distribution  in  its  enemy  nearest  neighbor  hypersphere,  i.e.,  oversampling  p  positive  instances  within  the  hypersphere.  Secondly,  l  balanced  data  subsets  are  constructed  and  l  classifiers  are  trained  on  the  constructed  data  subsets  with  an  non-iterative  learning  approach.  Finally,  the  trained  classifiers  are  integrated  by  fuzzy  integral  to  classify  unseen  instances.  We  experimentally  compared  the  proposed  algorithm  with  three  related  algorithms:  SMOTE,  SMOTE+RF-BigData  and  MR-V-ELM,  and  conducted  a  statistical  analysis  on  the  experimental  results.  The  experimental  results  and  the  statistical  analysis  demonstrate  that  the  proposed  algorithm  outperforms  the  other  three  methods.
0	High  quality  correspondence  and  segmentation  estimation  for  dual  lens  smart  phone  portraits.  Estimating  correspondence  between  two  images  and  extracting  the  foreground  object  are  two  challenges  in  computer  vision.  With  dual-lens  smart  phones,  such  as  iPhone  7Plus  and  Huawei  P9,  coming  into  the  market,  two  images  of  slightly  different  views  provide  us  new  information  to  unify  the  two  topics.  We  propose  a  joint  method  to  tackle  them  simultaneously  via  a  joint  fully  connected  conditional  random  field  (CRF)  framework.  The  regional  correspondence  is  used  to  handle  textureless  regions  in  matching  and  make  our  CRF  system  computationally  efficient.  Our  method  is  evaluated  over  2,000  new  image  pairs,  and  produces  promising  results  on  challenging  portrait  images.
0	Asist  automatic  semantically  invariant  scene  transformation.  We  present  ASIST,  a  technique  for  transforming  point  clouds  by  replacing  objects  with  their  semantically  equivalent  counterparts.  Transformations  of  this  kind  have  applications  in  virtual  reality,  repair  of  fused  scans,  and  robotics.  ASIST  is  based  on  a  unified  formulation  of  semantic  labeling  and  object  replacement;  both  result  from  minimizing  a  single  objective.  We  present  numerical  tools  for  the  efficient  solution  of  this  optimization  problem.  The  method  is  experimentally  assessed  on  new  datasets  of  both  synthetic  and  real  point  clouds,  and  is  additionally  compared  to  two  recent  works  on  object  replacement  on  data  from  the  corresponding  papers.
0	Ava  a  video  dataset  of  spatio  temporally  localized  atomic  visual  actions.  This  paper  introduces  a  video  dataset  of  spatio-temporally  localized  Atomic  Visual  Actions  (AVA).  The  AVA  dataset  densely  annotates  80  atomic  visual  actions  in  430  15-minute  video  clips,  where  actions  are  localized  in  space  and  time,  resulting  in  1.58M  action  labels  with  multiple  labels  per  person  occurring  frequently.  The  key  characteristics  of  our  dataset  are:  (1)  the  definition  of  atomic  visual  actions,  rather  than  composite  actions;  (2)  precise  spatio-temporal  annotations  with  possibly  multiple  annotations  for  each  person;  (3)  exhaustive  annotation  of  these  atomic  actions  over  15-minute  video  clips;  (4)  people  temporally  linked  across  consecutive  segments;  and  (5)  using  movies  to  gather  a  varied  set  of  action  representations.  This  departs  from  existing  datasets  for  spatio-temporal  action  recognition,  which  typically  provide  sparse  annotations  for  composite  actions  in  short  video  clips.  We  will  release  the  dataset  publicly.    AVA,  with  its  realistic  scene  and  action  complexity,  exposes  the  intrinsic  difficulty  of  action  recognition.  To  benchmark  this,  we  present  a  novel  approach  for  action  localization  that  builds  upon  the  current  state-of-the-art  methods,  and  demonstrates  better  performance  on  JHMDB  and  UCF101-24  categories.  While  setting  a  new  state  of  the  art  on  existing  datasets,  the  overall  results  on  AVA  are  low  at  15.6%  mAP,  underscoring  the  need  for  developing  new  approaches  for  video  understanding.
0	Large  scale  digital  prostate  pathology  image  analysis  combining  feature  extraction  and  deep  neural  network.  Histopathological  assessments,  including  surgical  resection  and  core  needle  biopsy,  are  the  standard  procedures  in  the  diagnosis  of  the  prostate  cancer.  Current  interpretation  of  the  histopathology  images  includes  the  determination  of  the  tumor  area,  Gleason  grading,  and  identification  of  certain  prognosis-critical  features.  Such  a  process  is  not  only  tedious,  but  also  prune  to  intra/inter-observe  variabilities.  Recently,  FDA  cleared  the  marketing  of  the  first  whole  slide  imaging  system  for  digital  pathology.  This  opens  a  new  era  for  the  computer  aided  prostate  image  analysis  and  feature  extraction  based  on  the  digital  histopathology  images.  In  this  work,  we  present  an  analysis  pipeline  that  includes  localization  of  the  cancer  region,  grading,  area  ratio  of  different  Gleason  grades,  and  cytological/architectural  feature  extraction.  The  proposed  algorithm  combines  the  human  engineered  feature  extraction  as  well  as  those  learned  by  the  deep  neural  network.  Moreover,  the  entire  pipeline  is  implemented  to  directly  operate  on  the  whole  slide  images  produced  by  the  digital  scanners  and  is  therefore  potentially  easy  to  translate  into  clinical  practices.  The  algorithm  is  tested  on  368  whole  slide  images  from  the  TCGA  data  set  and  achieves  an  overall  accuracy  of  75%  in  differentiating  Gleason  3+4  with  4+3  slides.
